GAME_ID_HOME,EXPERT_RANK_HOME,EXPERT_RANK_AWAY
21700932,13,26
21700910,13,7
21700893,13,15
21700865,13,8
21700848,13,29
21700771,13,27
21700741,13,20
21700719,13,28
21700691,13,25
21700659,13,18
21700622,13,1
21700610,13,24
21700571,13,10
21700561,13,26
21700518,13,9
21700501,13,30
21700476,13,17
21700453,13,2
21700426,13,30
21700381,13,12
21700372,13,19
21700359,13,21
21700331,13,23
21700247,13,7
21700209,13,21
21700194,13,16
21700182,13,22
21700103,13,4
21700067,13,6
21700044,13,17
21700034,13,14
21700021,13,2
21701209,9,16
21701151,9,12
21701120,9,29
21701106,9,16
21701060,9,11
21701048,9,3
21700994,9,1
21700974,9,6
21700888,9,30
21700866,9,22
21700849,9,3
21700838,9,23
21700780,9,15
21700763,9,13
21700729,9,28
21700680,9,10
21700637,9,14
21700623,9,27
21700611,9,4
21700594,9,2
21700584,9,15
21700548,9,22
21700510,9,8
21700446,9,14
21700434,9,25
21700416,9,23
21700401,9,20
21700388,9,19
21700336,9,11
21700300,9,7
21700288,9,25
21700272,9,18
21700261,9,24
21700261,9,24
21700261,9,24
21700261,9,24
21700261,9,24
21700261,9,24
21700261,9,24
21700261,9,24
21700261,9,24
21700261,9,24
21700261,9,24
21700261,9,24
21700261,9,24
21700261,9,24
21700261,9,24
21700261,9,24
21700238,9,21
21700210,9,5
21700143,9,17
21700134,9,19
21700074,9,4
21700052,9,26
21700023,9,12
21701199,16,21
21701188,16,23
21701119,16,14
21701092,16,22
21701040,16,8
21701024,16,30
21701002,16,13
21700980,16,12
21700931,16,8
21700918,16,25
21700878,16,2
21700861,16,4
21700808,16,12
21700740,16,25
21700718,16,11
21700707,16,5
21700690,16,20
21700670,16,23
21700658,16,27
21700645,16,22
21700609,16,15
21700575,16,7
21700487,16,11
21700487,16,11
21700487,16,11
21700487,16,11
21700487,16,11
21700487,16,11
21700487,16,11
21700487,16,11
21700487,16,11
21700487,16,11
21700487,16,11
21700487,16,11
21700487,16,11
21700487,16,11
21700487,16,11
21700487,16,11
21700436,16,6
21700425,16,29
21700393,16,18
21700382,16,4
21700371,16,10
21700345,16,9
21700323,16,5
21700289,16,28
21700260,16,19
21700260,16,19
21700260,16,19
21700260,16,19
21700260,16,19
21700260,16,19
21700260,16,19
21700260,16,19
21700260,16,19
21700260,16,19
21700260,16,19
21700260,16,19
21700260,16,19
21700260,16,19
21700260,16,19
21700260,16,19
21700246,16,14
21700232,16,3
21700208,16,26
21700112,16,24
21700096,16,17
21700080,16,3
21700066,16,19
21700033,16,1
21700008,16,15
21701210,5,23
21701196,5,14
21701145,5,3
21701126,5,4
21701085,5,12
21701071,5,7
21701056,5,1
21701042,5,9
21701025,5,15
21701012,5,24
21700954,5,16
21700940,5,22
21700920,5,15
21700781,5,12
21700764,5,3
21700750,5,8
21700737,5,23
21700722,5,20
21700698,5,2
21700686,5,26
21700633,5,8
21700573,5,25
21700519,5,27
21700502,5,28
21700449,5,11
21700435,5,19
21700374,5,6
21700361,5,18
21700348,5,21
21700311,5,16
21700295,5,19
21700250,5,29
21700223,5,4
21700183,5,30
21700173,5,13
21700154,5,11
21700141,5,25
21700126,5,17
21700117,5,1
21700046,5,10
21700011,5,9
21701142,23,1
21701127,23,26
21701113,23,19
21701099,23,6
21701077,23,29
21701057,23,21
21701018,23,18
21700985,23,24
21700969,23,15
21700949,23,27
21700942,23,12
21700924,23,28
21700906,23,9
21700891,23,22
21700871,23,4
21700825,23,14
21700795,23,30
21700783,23,19
21700774,23,1
21700661,23,12
21700616,23,11
21700596,23,5
21700585,23,8
21700552,23,17
21700543,23,16
21700527,23,25
21700513,23,2
21700492,23,5
21700492,23,5
21700492,23,5
21700492,23,5
21700492,23,5
21700492,23,5
21700492,23,5
21700492,23,5
21700492,23,5
21700492,23,5
21700492,23,5
21700492,23,5
21700492,23,5
21700492,23,5
21700492,23,5
21700492,23,5
21700403,23,25
21700385,23,10
21700302,23,13
21700286,23,11
21700266,23,22
21700266,23,22
21700266,23,22
21700266,23,22
21700266,23,22
21700266,23,22
21700266,23,22
21700266,23,22
21700266,23,22
21700266,23,22
21700266,23,22
21700266,23,22
21700266,23,22
21700266,23,22
21700266,23,22
21700266,23,22
21700251,23,8
21700225,23,14
21700167,23,20
21700158,23,4
21700089,23,7
21700069,23,15
21700013,23,3
21701173,15,16
21701150,15,4
21701112,15,14
21701075,15,22
21700809,15,26
21701061,15,19
21701047,15,6
21701036,15,3
21701011,15,17
21700995,15,12
21700982,15,7
21700902,15,25
21700879,15,18
21700862,15,22
21700793,15,12
21700749,15,23
21700733,15,11
21700720,15,3
21700692,15,30
21700677,15,16
21700624,15,14
21700595,15,21
21700532,15,27
21700525,15,19
21700511,15,28
21700410,15,13
21700389,15,20
21700373,15,23
21700360,15,8
21700346,15,1
21700309,15,9
21700262,15,5
21700262,15,5
21700262,15,5
21700262,15,5
21700262,15,5
21700262,15,5
21700262,15,5
21700262,15,5
21700262,15,5
21700262,15,5
21700262,15,5
21700262,15,5
21700262,15,5
21700262,15,5
21700262,15,5
21700262,15,5
21700248,15,4
21700211,15,10
21700195,15,29
21700178,15,11
21700113,15,9
21700097,15,24
21700077,15,2
21700025,15,1
21701212,11,15
21701191,11,8
21701168,11,5
21701146,11,26
21701115,11,13
21701049,11,14
21700991,11,24
21700986,11,2
21700964,11,15
21700948,11,28
21700935,11,27
21700921,11,3
21700796,11,19
21700775,11,30
21700752,11,14
21700709,11,6
21700695,11,9
21700662,11,8
21700648,11,3
21700628,11,23
21700598,11,29
21700578,11,1
21700567,11,4
21700553,11,16
21700542,11,17
21700505,11,23
21700465,11,25
21700396,11,10
21700375,11,7
21700362,11,9
21700317,11,12
21700297,11,22
21700200,11,20
21700137,11,18
21700131,11,16
21700116,11,19
21700100,11,1
21700084,11,21
21700054,11,12
21700037,11,25
21601216,25,27
21601200,25,14
21601163,25,16
21601120,25,10
21601101,25,11
21601065,25,23
21600997,25,22
21600984,25,24
21600972,25,19
21600931,25,10
21600905,25,30
21600888,25,12
21600866,25,17
21600855,25,24
21600819,25,26
21600806,25,13
21600793,25,5
21600778,25,18
21600764,25,2
21600753,25,27
21600635,25,8
21600610,25,7
21600599,25,1
21600579,25,15
21600566,25,2
21600551,25,4
21600535,25,20
21600502,25,11
21600471,25,29
21600428,25,9
21600367,25,28
21600345,25,21
21600239,25,14
21600224,25,7
21600224,25,7
21600224,25,7
21600224,25,7
21600224,25,7
21600224,25,7
21600224,25,7
21600224,25,7
21600224,25,7
21600224,25,7
21600224,25,7
21600224,25,7
21600224,25,7
21600224,25,7
21600224,25,7
21600224,25,7
21600196,25,6
21600183,25,4
21600168,25,3
21600120,25,28
21600105,25,26
21600034,25,12
21600016,25,3
21601228,4,25
21601210,4,14
21601172,4,16
21601137,4,28
21601119,4,19
21601089,4,25
21601082,4,10
21601050,4,21
21601031,4,1
21601013,4,23
21600974,4,29
21600945,4,5
21600904,4,14
21600881,4,17
21600865,4,3
21600846,4,13
21600745,4,2
21600640,4,12
